java,bazelbuild,bazel
java,apache,hadoop
java,dbeaver,dbeaver
java,iluwatar,java-design-patterns
c,curl,curl
c,php,php-src
c,coolsnowwolf,lede
c,obsproject,obs-studio
python,public-apis,public-apis
python,donnemartin,system-design-primer
python,django,django
python,ray-project,ray
ruby,jekyll,jekyll
ruby,discourse,discourse
ruby,rapid7,metasploit-framework
ruby,forem,forem
javascript,facebook,relay
javascript,twbs,bootstrap
javascript,vercel,next.js
javascript,trekhleb,javascript-algorithms
